Video Id, Channel Id, Title, Tags, Description, Privacy, Date Published, Category Id, Category Name, Thumbnail Url, Watch Url, FileName, Date Backed Up, View Count, Comment Count, Like Count, Dislike Count, Length (seconds)
"H95SjyZ4bvY","UCakdSIPsJqiOLqylgoYmwQg","GCP - Setup CDH - Exhausted Available Authentication Methods",,"While setting up CDH using Cloudera Manager on GCP using default google_compute_engine we are running into the issue of Exhausted Available Authentication methods. This video demonstrates how to overcome this issue.

http://discuss.itversity.com/t/cloudera-cdh-installation-failing-with-exhausted-available-authentication-methods/19382

If you want to sign up for the course in Udemy leveraging $10 coupon, please click here - https://www.udemy.com/cca-131-cloudera-certified-hadoop-and-spark-administrator/?couponCode=CCA131FOR10

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-08-20","28","Science & Technology","https://i.ytimg.com/vi/H95SjyZ4bvY/maxresdefault.jpg","https://www.youtube.com/watch?v=H95SjyZ4bvY","ExhaustedAvailableAuthenticationMethods.mp4","2020-12-26","656","1","8","0","503"
"o0jBOtV3P_c","UCakdSIPsJqiOLqylgoYmwQg","Upcoming Session On Kerberos",,"Do you want to learn Kerberos Core Concepts? We are planning to come up with a live session for free and you can get pre-recorded version by signing up to our news letter.

As part of the pre-recorded session, I will be covering the core concepts of Kerberos on a 3 node setup (one KDC and 2 additional clients). We might have follow up sessions on using Kerberos for Hadoop, Spark, Kafka etc.

http://notifyme.itversity.com

If you want to setup multi node environment to practice and understand after live session, you can follow this GitHub Repository and setup.

https://github.com/dgadiraju/multinode

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-08-18","28","Science & Technology","https://i.ytimg.com/vi/o0jBOtV3P_c/maxresdefault.jpg","https://www.youtube.com/watch?v=o0jBOtV3P_c","Upcoming Session On Kerberos.mp4","2020-12-26","375","0","9","0","389"
"owLFUyJH_2k","UCakdSIPsJqiOLqylgoYmwQg","Cloud and Data Engineering Bootcamp - Fall'19 Overview",,"We are glad to announce an online Cloud and Data Engineering Bootcamp for Students across the globe who are passing out in Fall 2019.

* 3 Month Online Bootcamp (Full Time)
* Covering the whole spectrum of Data Engineering
* Live Online Sessions and Slack Based Support
* Program will tentatively start in the first half of January 2020

Please click on below link for more details.

http://discuss.itversity.com/t/cloud-and-data-engineering-bootcamp-for-fall-2019-students/19149","Public","2019-08-15","28","Science & Technology","https://i.ytimg.com/vi/owLFUyJH_2k/hqdefault.jpg","https://www.youtube.com/watch?v=owLFUyJH_2k","livestream.str","2020-12-26","1080","0","16","0","1599"
"F-gW5XsP5EQ","UCakdSIPsJqiOLqylgoYmwQg","Class 19 - Hive Bucketing and ACID Transactions",,"Here is the link for more details:

http://discuss.itversity.com/t/data-engineering-bootcamp-for-fall-2019-students/19149","Unlisted","2019-08-15","28","Science & Technology","https://i.ytimg.com/vi/F-gW5XsP5EQ/hqdefault.jpg","https://www.youtube.com/watch?v=F-gW5XsP5EQ","livestream.str","2020-12-26","15","0","0","0","3632"
"N4OxV4Ebb_w","UCakdSIPsJqiOLqylgoYmwQg","Hadoop Admin Training - Cloudera - Q&A about capacity planning",,,"Public","2019-08-14","28","Science & Technology","https://i.ytimg.com/vi/N4OxV4Ebb_w/hqdefault.jpg","https://www.youtube.com/watch?v=N4OxV4Ebb_w","livestream.str","2020-12-26","606","0","11","0","2815"
"HsnqpXEBMAY","UCakdSIPsJqiOLqylgoYmwQg","Class 18 - Hive Columnar Formats and Partitioning Tables",,,"Unlisted","2019-08-14","28","Science & Technology","https://i.ytimg.com/vi/HsnqpXEBMAY/hqdefault.jpg","https://www.youtube.com/watch?v=HsnqpXEBMAY","livestream.str","2020-12-26","362","0","7","0","6833"
"dsCq6k8EW9I","UCakdSIPsJqiOLqylgoYmwQg","Hadoop and Spark - Cloudera - Training - Validating Cluster Setup against topology",,,"Public","2019-08-13","28","Science & Technology","https://i.ytimg.com/vi/dsCq6k8EW9I/hqdefault.jpg","https://www.youtube.com/watch?v=dsCq6k8EW9I","livestream.str","2020-12-26","615","4","9","0","1951"
"XNS0CRk6oRg","UCakdSIPsJqiOLqylgoYmwQg","More about Zookeeper Quorum",,,"Public","2019-08-12","28","Science & Technology","https://i.ytimg.com/vi/XNS0CRk6oRg/hqdefault.jpg","https://www.youtube.com/watch?v=XNS0CRk6oRg","livestream.str","2020-12-26","552","0","9","0","619"
"re_VYoju57Y","UCakdSIPsJqiOLqylgoYmwQg","Class 17 - Managing Tables - Basic DDL and DML",,,"Unlisted","2019-08-12","28","Science & Technology","https://i.ytimg.com/vi/re_VYoju57Y/hqdefault.jpg","https://www.youtube.com/watch?v=re_VYoju57Y","livestream.str","2020-12-26","34","0","0","0","5509"
"vAw471coxfM","UCakdSIPsJqiOLqylgoYmwQg","Rolling restart after adding services is struck and logs are not giving any information.",,"After adding Hive and Impala, there were stale configuration. so I  did rolling restart. Apparently data node is not able to start. I check the  log files for scm-agent, It fails to send heartbeat. I think its user-permission issue for some file on data node.

You can enroll for the course in Udemy for $10
https://www.udemy.com/cca-131-cloudera-certified-hadoop-and-spark-administrator/?couponCode=CCA131FOR10

If you need live support like this then reach out to us at support@itversity.com","Public","2019-08-08","28","Science & Technology","https://i.ytimg.com/vi/vAw471coxfM/hqdefault.jpg","https://www.youtube.com/watch?v=vAw471coxfM","livestream.str","2020-12-26","320","0","0","0","575"
"hbtzbwuCDr0","UCakdSIPsJqiOLqylgoYmwQg","Class 16 - Hive and Sqoop Overview",,,"Unlisted","2019-08-08","28","Science & Technology","https://i.ytimg.com/vi/hbtzbwuCDr0/hqdefault.jpg","https://www.youtube.com/watch?v=hbtzbwuCDr0","livestream.str","2020-12-26","32","0","1","0","6146"
"gOQ8EJZmhGE","UCakdSIPsJqiOLqylgoYmwQg","EC2 Spot Instances using EMR with Chad Schmutzer from Amazon",,"As part of this discussion Chad from Amazon have walked us through details about how to use Spot Instances while spinning up EMR Cluster to process the data.

If you want to learn Big Data Technologies such as Spark, Kafka etc by signing up for our courses, you can visit this page to purchase them for $10 each.

http://discuss.itversity.com/t/udemy-coupons-big-data-courses/17934

Following are covered in detail:

·           Why Spot? How has Spot changed overtime?
·           What should be the criteria for choosing Spot Instances? What types of workloads are a good fit for Spot Instances?
·           What makes Spot Instances a good fit for EMR?
·           How much can I expect to save by using Spot Instances vs On-Demand Instances for EMR?
·           Should I use Instance Fleets or Instance Groups when using Spot Instances?
·           What are the most common ways EMR clusters are created with spot instances? In EMR we have master node(s), core nodes and task nodes. For which type of nodes we can consider Spot instances?

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-08-07","28","Science & Technology","https://i.ytimg.com/vi/gOQ8EJZmhGE/maxresdefault.jpg","https://www.youtube.com/watch?v=gOQ8EJZmhGE","TechTalkWithChadAboutSpotOnAWS-EMR.mp4","2020-12-26","503","1","14","0","3428"
"oR076Vvm4FI","UCakdSIPsJqiOLqylgoYmwQg","Free Event - Processing JSON Data at Scale using Spark 2",,"As part of this YouTube live event we will be demonstrating the implementation life cycle of processing heavy weight JSON Data. Event is at 8 AM to 10 AM US Central Time on August 7th.

https://www.youtube.com/watch?v=RxjxptEyn1Q

You can also subscribe to our YouTube channel by clicking on below link and then click on notification button to get reminders.

https://www.youtube.com/itversityin?sub_confirmation=1

As part of this topic we will see how to process heavy weight JSON data using Spark 2 using Live Multnode Big Data Clusterr. We will see examples using both Scala as well as Python as programming language.

Cluster is available for subscriptions on our website

https://labs.itversity.com/products

* Setup Data Sets
* Data Processing - Overview
* Copy the Data to HDFS
* Reading Data
* Understanding the Data
* Answering Questions (Processing Data)
* Performance Considerations

This event is mostly demo and attendees will be invited to Slack and we will provide support via Slack after the event. We will also provide all required material for the same.

Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Public","2019-08-07","28","Science & Technology","https://i.ytimg.com/vi/oR076Vvm4FI/hqdefault.jpg","https://www.youtube.com/watch?v=oR076Vvm4FI","livestream.str","2020-12-26","1031","2","25","1","6468"
"pn2Uy3V9phc","UCakdSIPsJqiOLqylgoYmwQg","Hadoop and Spark Administration - Cloudera","cloudera tutorial videos,spark cloudera tutorial,cloudera installation,hadoop administration,cloudera hadoop cluster setup,cloudera hadoop training,hadoop administration tutorial,kafka cloudera tutorial,impala cloudera tutorial,cloudera tutorial for beginners,hadoop cloudera installation,hue cloudera tutorial,cloudera installation on centos 7,hive cloudera tutorial,sqoop cloudera tutorial,cloudera installation guide,cloudera installation prerequisites","Connect with me or follow me at
https://www.linkedin.com/in/durga0gadiraju
https://www.facebook.com/itversity
https://github.com/dgadiraju
https://www.youtube.com/itversityin
https://twitter.com/itversity","Unlisted","2019-08-07","28","Science & Technology","https://i.ytimg.com/vi/pn2Uy3V9phc/hqdefault.jpg","https://www.youtube.com/watch?v=pn2Uy3V9phc","livestream.str","2020-12-26","14","0","0","0","2255"
